Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,56689.92,1,1,0,0,1920,1080,1,0,0,,,500.0,,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.2,48964.32,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,2.2,60472.8,1,0,0,0,1920,1080,1,1,0,,2.0,,256.0,1.8,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 960,3.31,63722.88,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.6,Intel,Nvidia,windows
Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1070,4.42,167691.8736,0,1,0,0,3840,2160,1,1,0,,1.0,,512.0,2.8,Intel,Nvidia,windows
Dell,Notebook,14.0,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,1.56,65481.12,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.4,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.2,22324.32,0,0,0,0,1366,768,1,0,0,,,500.0,,1.1,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.2,28504.8,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,6,AMD Radeon R5 M430,2.04,28717.92,0,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,AMD,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.7,79215.1056,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,15.6,Intel Core i3 6100U 2.1GHz,4,Intel HD Graphics 520,2.1,26533.44,0,0,0,0,1366,768,0,1,0,,,,128.0,2.1,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.06,50882.4,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon 530,2.1,39693.6,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,AMD,windows
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,67026.23999999999,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,21951.36,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,linux
Microsoft,Ultrabook,13.5,Intel Core i7 7600U 2.8GHz,8,Intel Iris Plus Graphics 640,1.252,99519.048,0,0,1,0,2256,1504,0,1,0,,,,256.0,2.8,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R5 M430,1.9,43580.376,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,AMD,windows
Lenovo,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.3,55091.52,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,AMD E-Series E2-9000 2.2GHz,4,AMD Radeon R2 Graphics,2.2,18594.72,0,0,0,0,1366,768,0,1,0,,,,128.0,2.2,AMD,AMD,windows
HP,2 in 1 Convertible,14.0,Intel Core i3 7100U 2.4GHz,4,Nvidia GeForce 940MX,1.63,37242.72,1,1,1,0,1920,1080,0,1,0,,,,128.0,2.4,Intel,Nvidia,windows
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.4,68944.31999999999,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Asus,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.1,60472.8,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,8,Intel HD Graphics 500,1.4,26373.6,0,0,1,0,1366,768,0,0,1,64.0,,,,1.1,Intel,Intel,freedos/other
LG,Ultrabook,15.6,Intel Core i7 8550U 1.8GHz,8,Intel HD Graphics 620,1.09,122490.72,1,1,0,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,69210.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.2,53168.112,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.86,22324.32,0,0,0,0,1366,768,0,1,0,,,,128.0,1.1,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,16,Nvidia GeForce GTX 1060,3.21,109277.28,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
HP,Notebook,17.3,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 520,2.5,37242.72,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.0,Intel,AMD,windows
Lenovo,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.19,79866.72,1,1,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,3.49,149916.6,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.9,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,AMD Radeon 520,1.86,32639.8608,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,AMD,windows
Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M430,2.2,29073.297599999994,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,AMD,windows
HP,Notebook,17.3,AMD A10-Series 9600P 2.4GHz,6,AMD Radeon R7 M440,2.65,30316.32,1,1,0,0,1920,1080,1,0,0,,2.0,,,2.4,AMD,AMD,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,2.1,16943.04,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Acer,Notebook,14.0,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,1.45,19980.0,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,freedos/other
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.7,37242.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Workstation,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,3.14,101657.7072,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.8,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.42,137995.19999999998,0,0,1,0,2560,1440,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Toshiba,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.5,51841.44,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Netbook,11.6,Intel Celeron Dual Core N3050 1.6GHz,4,Intel HD Graphics,1.4,14332.32,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.38,93186.72,1,0,1,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Asus,2 in 1 Convertible,12.5,Intel Core M M3-6Y30 0.9GHz,4,Intel HD Graphics 515,1.2,35644.32,1,0,1,0,1920,1080,0,0,1,64.0,,,,0.9,Intel,Intel,freedos/other
Toshiba,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,16,Intel HD Graphics 520,1.36,100006.56,1,0,1,0,1920,1080,0,1,0,,,,512.0,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4,AMD Radeon 530,2.1,36709.92,1,1,0,0,1920,1080,1,0,0,,,500.0,,2.7,Intel,AMD,windows
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.56,43636.32,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Nvidia,windows
Lenovo,Notebook,15.6,AMD A9-Series 9420 2.9GHz,4,AMD Radeon 530,2.2,21258.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.9,AMD,AMD,windows
Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,8,AMD Radeon R7,2.2,22857.12,0,0,0,0,1366,768,1,0,0,,1.0,,,3.6,AMD,AMD,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.1,33110.856,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.9,23976.0,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,Intel,Intel,freedos/other
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.18,42357.6,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.6,53226.72,1,1,1,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Lenovo,Workstation,15.6,Intel Core i7 6500U 2.5GHz,16,Nvidia Quadro M520M,2.18,98834.4,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.5,Intel,Nvidia,windows
Lenovo,Notebook,14.0,Intel Core i5 6300HQ 2.3GHz,8,Intel HD Graphics 520,1.8,63456.48,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
HP,Notebook,17.3,AMD A10-Series 9620P 2.5GHz,6,AMD Radeon 530,2.71,34898.932799999995,1,1,0,0,1920,1080,1,0,0,,2.0,,,2.5,AMD,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.5,66546.72,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8,Nvidia GeForce 930MX,1.64,58021.92,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,linux
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.98,38681.28,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,linux
Asus,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.5,15877.44,1,0,0,0,1920,1080,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,16,Intel HD Graphics 620,1.93,76012.44480000001,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.6,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 920MX,1.87,45664.6896,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.9,62817.12,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
Lenovo,Notebook,15.6,AMD A6-Series 7310 2GHz,4,AMD Radeon R4,2.19,15877.44,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,AMD,AMD,windows
Mediacom,Notebook,14.0,Intel Atom Z8350 1.92GHz,4,Intel HD Graphics 400,1.4,14119.2,1,1,0,0,1920,1200,1,0,0,,,32.0,,1.92,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 930MX,2.63,63936.0,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Lenovo,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.17,89864.1792,0,1,0,0,2560,1440,0,1,0,,,,512.0,2.5,Intel,Intel,windows
HP,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.58,44574.048,0,1,1,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.32,79866.72,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1070,4.36,194972.832,0,0,0,0,3840,2160,1,1,0,,1.0,,,2.8,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.7,71847.0144,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.9,26101.872,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,freedos/other
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,2.2,38308.32,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.6,Intel,AMD,windows
Dell,2 in 1 Convertible,13.3,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.71,34578.72,1,0,1,0,1920,1080,1,0,0,,1.0,,,2.4,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R7 M445,2.32,31409.6256,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,Intel,AMD,linux
HP,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon 520,2.1,26053.92,1,0,0,0,1920,1080,1,0,0,,1.0,,,3.0,AMD,AMD,windows
Acer,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1060,4.2,103096.8,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.6,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,12,Intel HD Graphics 620,2.25,34578.72,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
HP,Notebook,15.6,AMD A9-Series A9-9420 3GHz,6,AMD Radeon 520,2.1,34632.0,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,3.0,AMD,AMD,windows
Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.4,29783.52,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,windows
Lenovo,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.44,51148.8,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4,Intel HD Graphics 620,1.85,41505.12,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Intel,windows
HP,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia Quadro M2200,2.6,128884.32,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Dell,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.55,35111.52,1,0,1,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,Intel,windows
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,1.8,111593.8944,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.4,21887.424,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,2.0,64308.96,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.7,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,2.0,35431.2,0,0,0,0,1366,768,0,1,0,,,,256.0,2.0,Intel,Intel,windows
Toshiba,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.25,81784.8,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.7,53226.72,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Workstation,15.6,Intel Core i7 7600U 2.8GHz,16,Nvidia Quadro M520M,2.5,175770.72,0,1,0,0,3840,2160,0,1,0,,,,,2.8,Intel,Nvidia,windows
Acer,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2,Intel HD Graphics 400,1.68,17582.399999999998,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,freedos/other
Samsung,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,0.81,87858.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,1.86,28717.92,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.0,Intel,Intel,windows
Dell,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.6,60031.1088,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Workstation,17.3,Intel Xeon E3-1535M v5 2.9GHz,16,Nvidia Quadro M2000M,3.0,233845.92,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.9,Intel,Nvidia,windows
Lenovo,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.4,25308.0,0,0,1,0,1366,768,0,1,0,,,,128.0,1.6,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,1.84,101232.0,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.4,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i5 6300HQ 2.3GHz,4,Nvidia GeForce GTX 950M,2.45,30849.12,0,0,0,0,1366,768,1,0,0,,1.0,,,2.3,Intel,Nvidia,freedos/other
Lenovo,Ultrabook,14.0,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.7,58394.88,1,0,0,0,1920,1080,0,1,0,,,,180.0,2.3,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4,Intel HD Graphics 620,2.37,45282.672,0,0,0,0,1366,768,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Lenovo,2 in 1 Convertible,13.3,Intel Core i5 6260U 1.8GHz,8,Intel HD Graphics 540,1.3,63882.72,0,1,1,0,3200,1800,0,1,0,,,,256.0,1.8,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.2,58554.72,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
HP,Workstation,15.6,Intel Core i7 6700HQ 2.6GHz,8,Nvidia Quadro M1000M,2.59,83170.08,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,4.42,152859.7872,0,1,0,0,3840,2160,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.1,31914.72,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.5,55837.44,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Ultrabook,12.5,Intel Core i7 7600U 2.8GHz,16,Intel HD Graphics 620,1.18,99047.52,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Intel,windows
Google,Ultrabook,12.3,Intel Core i5 7Y57 1.2GHz,8,Intel HD Graphics 615,1.1,83063.52,0,0,1,0,2400,1600,0,1,0,,,,256.0,1.2,Intel,Intel,freedos/other
Asus,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.2,60153.12,0,1,0,0,3200,1800,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Notebook,13.3,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.65,45234.72,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,Intel,Intel,windows
Acer,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.6,34898.4,0,0,0,0,1366,768,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Asus,Notebook,17.3,Intel Pentium Quad Core N4200 1.1GHz,4,Nvidia GeForce 920MX,2.8,25059.715199999995,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 960M,2.72,58554.72,0,1,1,0,3840,2160,1,1,0,,1.0,,128.0,2.6,Intel,Nvidia,windows
Samsung,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.31,85194.72,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Acer,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.1,15877.44,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,linux
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,2.3,62938.0656,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,windows
Samsung,2 in 1 Convertible,15.0,Intel Core i7 7500U 2.7GHz,16,AMD Radeon 540,1.71,95850.72,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,windows
Toshiba,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.75,54345.6,0,1,0,0,1366,768,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.62,58554.72,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,windows
HP,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,1.26,66280.31999999999,0,0,0,0,1366,768,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Asus,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12,Nvidia GeForce 940MX,2.3,44701.92,1,0,1,0,1920,1080,1,0,0,,2.0,,,2.7,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro M2000M,2.5,126273.6,0,0,0,0,3840,2160,0,1,0,,,,512.0,2.7,Intel,Nvidia,windows
Acer,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.8,33886.08,1,1,0,0,1920,1080,0,1,0,,,,128.0,2.4,Intel,Intel,windows
Razer,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,1.95,154458.72,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Asus,Notebook,15.6,Intel Pentium Dual Core N4200 1.1GHz,8,Intel HD Graphics 505,2.0,31003.632,0,0,0,0,1920,1080,0,1,0,,,,128.0,1.1,Intel,Intel,windows
Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1070M,4.42,191211.264,1,1,0,0,1920,1080,1,1,0,,1.0,,,2.8,Intel,Nvidia,windows
Asus,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,Nvidia GeForce GTX 1070,4.3,125208.0,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.6,Intel,Nvidia,windows
Toshiba,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,16,Nvidia GeForce 930M,1.47,93985.92,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.6,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Celeron Quad Core N3710 1.6GHz,8,Intel HD Graphics 405,2.2,17529.12,0,0,0,0,1366,768,1,0,0,,1.0,,,1.6,Intel,Intel,freedos/other
Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.7,122490.72,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
MSI,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,1.6,100752.48,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.2,58021.92,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,4,Nvidia GeForce GTX 1050,2.4,53226.72,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,windows
Acer,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,4.2,122490.72,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.62,52480.8,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX1060,2.24,71341.92,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
