Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,Cpu Brand,SSD,HDD,Gpu Brand,OS
Dell,Notebook,8,1.64,68184,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,1.63,36710,0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
Dell,Notebook,8,2.8,47366,0,1,127.33567457123111,Intel Core i5,128,1024,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.02,71395,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,42571,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Lenovo,Notebook,8,2.2,24456,0,0,100.45466986113651,Intel Core i3,0,2048,Nvidia,Others/No OS/Linux
Dell,Notebook,4,2.3,31169,0,0,141.21199808219862,Intel Core i5,0,500,AMD,Windows
Dell,Notebook,8,1.9,73367,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,16,4.42,160520,0,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Toshiba,Notebook,8,2.0,45821,0,1,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Asus,Notebook,8,2.0,69211,0,1,282.42399616439724,Intel Core i7,256,1024,Nvidia,Windows
Mediacom,Notebook,4,1.2,19660,0,1,165.6321180513006,Other Intel Processor,32,0,Intel,Windows
Asus,Gaming,8,2.3,87859,0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
Dell,Notebook,8,1.93,72940,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,Notebook,8,2.2,42486,0,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
HP,Notebook,4,1.86,21258,0,0,141.21199808219862,Other Intel Processor,256,0,Intel,Windows
HP,Gaming,12,2.62,95851,0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
Lenovo,Notebook,8,1.87,45768,0,1,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
Dell,Ultrabook,8,1.2,74539,1,0,276.053530085501,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,4,1.6,39207,0,0,157.3505121487356,Intel Core i3,128,0,Intel,Windows
HP,Ultrabook,8,1.34,61006,0,1,276.053530085501,Intel Core i7,256,0,Intel,Windows
Acer,Gaming,8,2.4,42517,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
Asus,Notebook,4,2.0,18595,0,0,100.45466986113651,AMD Processor,0,500,AMD,Windows
HP,Notebook,4,2.1,37589,0,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
Lenovo,Notebook,4,1.87,41825,0,0,157.3505121487356,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,4,2.15,24634,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Others/No OS/Linux
HP,Notebook,4,1.86,21152,0,0,141.21199808219862,Intel Core i3,0,500,Intel,Windows
Lenovo,Notebook,8,1.99,92121,0,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,4,2.2,26587,0,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
Dell,Notebook,8,1.9,59513,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,16,4.42,143803,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
HP,Notebook,8,2.65,28992,0,0,106.11306214269258,Intel Core i3,0,1024,Intel,Windows
HP,Notebook,8,2.63,68198,0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
Asus,Notebook,4,2.0,11935,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Others/No OS/Linux
Mediacom,Notebook,4,1.35,13586,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,50563,0,0,106.11306214269258,Intel Core i7,128,1024,Nvidia,Windows
HP,Notebook,6,1.91,30311,0,1,141.21199808219862,AMD Processor,128,0,AMD,Windows
Dell,Notebook,4,2.18,32922,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,18595,1,1,189.90579052433606,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,33566,0,0,141.21199808219862,Intel Core i3,128,0,Intel,Windows
HP,Ultrabook,16,1.16,104695,1,1,276.053530085501,Other Intel Processor,512,0,Intel,Windows
Lenovo,Notebook,8,3.4,159787,0,1,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
Asus,Notebook,8,2.5,44702,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
Dell,Ultrabook,8,1.21,85195,1,1,331.2642361026012,Intel Core i5,128,0,Intel,Windows
Dell,Notebook,4,1.93,51096,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Fujitsu,Notebook,8,2.2,39374,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,18328,0,0,141.21199808219862,Other Intel Processor,0,500,Intel,Windows
Lenovo,Notebook,4,2.02,52747,0,0,111.93520355955211,Intel Core i5,0,500,Intel,Windows
HP,Workstation,8,3.14,99154,0,0,106.11306214269258,Intel Core i5,0,500,Nvidia,Windows
HP,Notebook,8,1.94,20726,0,0,111.93520355955211,Other Intel Processor,0,2048,Intel,Windows
HP,Notebook,6,1.95,34579,0,1,141.21199808219862,AMD Processor,256,0,AMD,Windows
Lenovo,Notebook,8,2.3,44222,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.05,36497,0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Mediacom,Notebook,4,1.4,13267,0,0,157.3505121487356,Other Intel Processor,32,0,Intel,Windows
Toshiba,Ultrabook,16,1.24,99367,1,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Lenovo,Gaming,32,4.6,141885,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
MSI,Gaming,16,4.14,145401,0,0,127.33567457123111,Intel Core i7,512,1024,Nvidia,Windows
Dell,Notebook,8,2.2,39907,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Others/No OS/Linux
Mediacom,Notebook,4,1.45,20726,0,1,157.3505121487356,Other Intel Processor,32,0,Intel,Windows
Dell,Notebook,8,1.9,53734,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
HP,Notebook,4,1.49,38308,0,0,165.6321180513006,Intel Core i3,128,0,Intel,Windows
Dell,Notebook,16,1.93,81912,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,Netbook,4,1.26,15718,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
MSI,Gaming,16,4.5,125155,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
HP,Gaming,16,3.78,79813,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,89137,0,1,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,12,2.2,32448,1,0,100.45466986113651,Intel Core i7,0,1024,Intel,Windows
Asus,Gaming,8,2.73,94306,0,1,127.33567457123111,Intel Core i5,128,1024,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,39374,1,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
Lenovo,Notebook,12,2.2,50563,0,0,141.21199808219862,AMD Processor,512,0,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,32128,1,0,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
Samsung,Notebook,16,2.5,90523,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Lenovo,Notebook,4,2.8,28185,0,0,127.33567457123111,Intel Core i3,0,500,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.29,24456,0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,107892,1,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,8,1.7,78535,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,88978,1,0,176.23257360658386,Intel Core i5,256,0,Intel,Windows
Dell,Workstation,8,2.06,93933,1,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
HP,Notebook,8,1.84,64948,0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
HP,Notebook,4,2.1,35617,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Acer,Notebook,4,1.6,17529,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,4.14,117163,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,4,2.18,24775,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Others/No OS/Linux
MSI,Gaming,16,1.8,122491,0,0,282.42399616439724,Intel Core i7,256,2048,Nvidia,Windows
Toshiba,Notebook,8,2.2,74539,0,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,6,2.4,30050,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.0,69211,1,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Acer,Notebook,4,1.6,18595,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,261019,0,1,282.42399616439724,Other Intel Processor,1024,0,Nvidia,Windows
Dell,Gaming,16,2.59,46834,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Dell,Notebook,4,2.18,23651,0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Others/No OS/Linux
Dell,Notebook,4,2.25,19128,0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Others/No OS/Linux
Dell,Notebook,4,1.93,46300,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Others/No OS/Linux
Asus,Gaming,8,3.0,62231,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,4,2.18,30316,0,0,141.21199808219862,Intel Core i5,128,0,AMD,Others/No OS/Linux
HP,Ultrabook,8,1.84,74006,0,0,141.21199808219862,Intel Core i7,512,0,Intel,Windows
MSI,Gaming,16,2.94,120832,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,20193,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,2.31,59887,0,0,111.93520355955211,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,8,1.65,78055,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,2.2,41345,0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
Fujitsu,Notebook,8,2.2,42571,0,0,100.45466986113651,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,1.88,49657,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,8,2.2,47899,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Mediacom,Notebook,2,1.4,12734,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,24935,0,0,141.21199808219862,Intel Core i5,128,0,Intel,Others/No OS/Linux
Asus,2 in 1 Convertible,6,1.5,34046,1,0,165.6321180513006,Intel Core i5,0,1024,Intel,Windows
Dell,Notebook,8,2.0,96970,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Asus,Ultrabook,16,1.1,101232,0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Dell,Gaming,16,2.62,78801,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Notebook,4,1.8,44169,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,30849,0,0,141.21199808219862,Intel Core i3,0,1024,Nvidia,Windows
Asus,Notebook,8,2.0,21259,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Windows
Asus,Notebook,8,1.99,48305,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
Dell,Ultrabook,8,1.23,99580,1,0,276.053530085501,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,2,1.42,13267,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,93635,1,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,16,2.06,127819,1,0,282.42399616439724,Intel Core i7,1024,0,Nvidia,Windows
Lenovo,Gaming,8,2.5,59088,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
HP,Notebook,8,2.6,27754,0,0,107.98564559226952,AMD Processor,0,1024,AMD,Windows
Lenovo,Ultrabook,16,1.14,130536,0,1,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Asus,Gaming,8,2.5,62284,0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
Acer,Notebook,4,2.4,23976,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Lenovo,Notebook,4,1.43,14599,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,48964,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Razer,Gaming,16,1.95,138475,0,0,157.3505121487356,Intel Core i7,256,0,Nvidia,Windows
Toshiba,Notebook,8,1.2,64629,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,84396,0,1,176.23257360658386,Intel Core i7,256,0,Intel,Windows
Asus,Gaming,32,3.8,149131,0,1,127.33567457123111,Intel Core i7,512,0,Nvidia,Windows
Acer,Gaming,8,2.4,37776,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.2,77251,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
MSI,Gaming,8,2.2,63499,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
HP,Notebook,4,1.86,19442,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Others/No OS/Linux
Toshiba,Notebook,8,2.0,56690,0,1,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Dell,Notebook,8,2.2,48964,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
Dell,Notebook,16,2.2,60473,0,0,141.21199808219862,Intel Core i7,256,2048,AMD,Windows
Lenovo,Gaming,8,3.31,63723,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Gaming,32,4.42,167692,0,1,254.67134914246222,Intel Core i7,512,1024,Nvidia,Windows
Dell,Notebook,8,1.56,65481,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,22324,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
Lenovo,Notebook,4,2.2,28505,0,0,141.21199808219862,Intel Core i5,0,500,Intel,Windows
HP,Notebook,6,2.04,28718,0,0,141.21199808219862,Intel Core i3,0,1024,AMD,Windows
MSI,Gaming,8,2.7,79215,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Toshiba,Notebook,4,2.1,26533,0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
Dell,Notebook,8,2.06,50882,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
HP,Notebook,8,2.1,39694,0,0,141.21199808219862,Intel Core i7,0,1024,AMD,Windows
Toshiba,Notebook,8,2.0,67026,0,1,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Acer,Notebook,4,2.1,21951,0,0,100.45466986113651,Intel Core i3,128,0,Intel,Others/No OS/Linux
Microsoft,Ultrabook,8,1.252,99519,1,0,200.84255993695703,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,8,1.9,43580,0,0,141.21199808219862,Intel Core i5,128,1024,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,55092,1,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,18595,0,0,100.45466986113651,AMD Processor,128,0,AMD,Windows
HP,2 in 1 Convertible,4,1.63,37243,1,1,157.3505121487356,Intel Core i3,128,0,Nvidia,Windows
MSI,Gaming,16,2.4,68944,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Asus,Ultrabook,8,1.1,60473,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,2 in 1 Convertible,8,1.4,26374,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
LG,Ultrabook,8,1.09,122491,0,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
Acer,Gaming,16,2.5,69211,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
MSI,Gaming,8,2.2,53168,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Asus,Notebook,4,1.86,22324,0,0,100.45466986113651,Other Intel Processor,128,0,Intel,Windows
Dell,Gaming,16,3.21,109277,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
HP,Notebook,4,2.5,37243,0,1,127.33567457123111,Intel Core i3,256,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,79867,1,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Dell,Gaming,16,3.49,149917,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
HP,Notebook,4,1.86,32640,0,0,100.45466986113651,Intel Core i5,0,500,AMD,Windows
Dell,Notebook,4,2.2,29073,0,0,100.45466986113651,Intel Core i3,0,1024,AMD,Windows
HP,Notebook,6,2.65,30316,0,1,127.33567457123111,AMD Processor,0,2048,AMD,Windows
Lenovo,Notebook,4,2.1,16943,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
Acer,Notebook,4,1.45,19980,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,1.7,37243,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Workstation,8,3.14,101658,0,0,127.33567457123111,Intel Core i7,0,500,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,137995,1,0,209.8006828649808,Intel Core i7,256,0,Intel,Windows
Toshiba,Notebook,8,1.5,51841,0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Acer,Netbook,4,1.4,14332,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,93187,1,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,35644,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Toshiba,Ultrabook,16,1.36,100007,1,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
HP,Notebook,4,2.1,36710,0,1,141.21199808219862,Intel Core i7,0,500,AMD,Windows
Dell,Gaming,8,2.56,43636,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
Lenovo,Notebook,4,2.2,21259,0,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
Lenovo,Notebook,8,2.2,22857,0,0,100.45466986113651,AMD Processor,0,1024,AMD,Windows
Lenovo,Notebook,4,2.1,33111,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Lenovo,Notebook,4,1.9,23976,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Others/No OS/Linux
Dell,Notebook,8,2.18,42358,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,53227,1,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Workstation,16,2.18,98834,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Lenovo,Notebook,8,1.8,63456,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Notebook,6,2.71,34899,0,1,127.33567457123111,AMD Processor,0,2048,AMD,Windows
Lenovo,Gaming,8,2.5,66547,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,8,1.64,58022,0,0,157.3505121487356,Intel Core i5,256,0,Nvidia,Others/No OS/Linux
Dell,Notebook,8,1.98,38681,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Others/No OS/Linux
Asus,Notebook,4,1.5,15877,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,1.93,76012,0,0,141.21199808219862,Intel Core i5,512,0,Intel,Windows
Lenovo,Notebook,8,1.87,45665,0,1,157.3505121487356,Intel Core i5,256,0,Nvidia,Windows
Dell,Notebook,8,1.9,62817,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.19,15877,0,0,100.45466986113651,AMD Processor,0,500,AMD,Windows
Mediacom,Notebook,4,1.4,14119,0,1,161.72539083525606,Other Intel Processor,0,32,Intel,Windows
HP,Notebook,8,2.63,63936,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,89864,0,1,209.8006828649808,Intel Core i7,512,0,Intel,Windows
HP,2 in 1 Convertible,8,1.58,44574,1,1,117.82653006268643,Intel Core i5,256,0,Intel,Windows
Lenovo,Ultrabook,8,1.32,79867,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Gaming,32,4.36,194973,0,0,254.67134914246222,Intel Core i7,1024,1024,Nvidia,Windows
MSI,Gaming,8,2.7,71847,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Lenovo,Notebook,4,1.9,26102,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Others/No OS/Linux
Dell,Notebook,8,2.2,38308,0,0,141.21199808219862,Intel Core i5,128,1024,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,34579,1,0,165.6321180513006,Intel Core i3,0,1024,Intel,Windows
Dell,Notebook,8,2.32,31410,0,0,100.45466986113651,Intel Core i5,0,1024,AMD,Others/No OS/Linux
HP,Notebook,4,2.1,26054,0,0,141.21199808219862,AMD Processor,0,1024,AMD,Windows
Acer,Gaming,16,4.2,103097,0,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,12,2.25,34579,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
HP,Notebook,6,2.1,34632,0,0,141.21199808219862,AMD Processor,128,1024,AMD,Windows
Acer,Notebook,4,2.4,29784,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Windows
Lenovo,Notebook,8,1.44,51149,0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,1.85,41505,0,0,141.21199808219862,Intel Core i7,0,1024,Intel,Windows
HP,Workstation,16,2.6,128884,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,35112,1,0,165.6321180513006,Intel Core i5,0,1024,Intel,Windows
MSI,Gaming,16,1.8,111594,0,0,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Acer,Notebook,4,2.4,21887,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Dell,Notebook,8,2.0,64309,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,8,2.0,35431,0,0,100.45466986113651,Intel Core i3,256,0,Intel,Windows
Toshiba,Notebook,8,1.25,81785,1,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,53227,1,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,Workstation,16,2.5,175771,0,1,282.42399616439724,Intel Core i7,1024,0,Nvidia,Windows
Acer,Notebook,2,1.68,17582,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Samsung,Ultrabook,16,0.81,87859,0,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
HP,Notebook,8,1.86,28718,0,0,141.21199808219862,Intel Core i3,256,0,Intel,Windows
Dell,Notebook,8,1.6,60031,0,0,111.93520355955211,Intel Core i5,256,0,Intel,Windows
HP,Workstation,16,3.0,233846,0,1,127.33567457123111,Other Intel Processor,256,0,Nvidia,Windows
Lenovo,Netbook,4,1.4,25308,1,0,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
HP,Notebook,8,1.84,101232,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Asus,Notebook,4,2.45,30849,0,0,100.45466986113651,Intel Core i5,0,1024,Nvidia,Others/No OS/Linux
Lenovo,Ultrabook,4,1.7,58395,0,0,157.3505121487356,Intel Core i5,180,0,Intel,Windows
Asus,Notebook,4,2.37,45283,0,0,100.45466986113651,Intel Core i7,256,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,63883,1,1,276.053530085501,Intel Core i5,256,0,Intel,Windows
HP,Notebook,8,2.2,58555,0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
HP,Workstation,8,2.59,83170,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Dell,Gaming,16,4.42,152860,0,1,282.42399616439724,Intel Core i7,256,1024,Nvidia,Windows
Acer,Notebook,4,2.1,31915,0,0,100.45466986113651,Intel Core i5,256,0,Intel,Windows
Lenovo,Gaming,8,2.5,55837,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Ultrabook,16,1.18,99048,0,0,176.23257360658386,Intel Core i7,256,0,Intel,Windows
Google,Ultrabook,8,1.1,83064,1,0,234.50740003017813,Intel Core i5,256,0,Intel,Others/No OS/Linux
Asus,Ultrabook,8,1.2,60153,0,1,276.053530085501,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,1.65,45235,0,0,117.82653006268643,Intel Core i3,0,500,Intel,Windows
Acer,Notebook,4,1.6,34898,0,0,117.82653006268643,Intel Core i5,128,0,Intel,Windows
Asus,Notebook,4,2.8,25060,0,0,90.58340172449303,Other Intel Processor,0,1024,Nvidia,Windows
Dell,Gaming,16,2.72,58555,1,1,282.42399616439724,Intel Core i7,128,1024,Nvidia,Windows
Samsung,Ultrabook,8,1.31,85195,1,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Acer,Notebook,4,2.1,15877,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
Dell,Notebook,16,2.3,62938,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
Samsung,2 in 1 Convertible,16,1.71,95851,1,0,146.86047800548656,Intel Core i7,256,0,AMD,Windows
Toshiba,Notebook,4,1.75,54346,0,1,111.93520355955211,Intel Core i5,128,0,Intel,Windows
Dell,Gaming,8,2.62,58555,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
HP,Ultrabook,4,1.26,66280,0,0,125.36742798669837,Intel Core i5,256,0,Intel,Windows
Asus,2 in 1 Convertible,12,2.3,44702,1,0,141.21199808219862,Intel Core i7,0,2048,Nvidia,Windows
Lenovo,Notebook,16,2.5,126274,0,0,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
Acer,Notebook,4,1.8,33886,0,1,157.3505121487356,Intel Core i3,128,0,Intel,Windows
Razer,Gaming,16,1.95,154459,0,0,157.3505121487356,Intel Core i7,512,0,Nvidia,Windows
Asus,Notebook,8,2.0,31004,0,0,141.21199808219862,Other Intel Processor,128,0,Intel,Windows
Dell,Gaming,32,4.42,191211,0,1,127.33567457123111,Intel Core i7,1024,1024,Nvidia,Windows
Asus,Gaming,16,4.3,125208,0,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Toshiba,Ultrabook,16,1.47,93986,0,1,157.3505121487356,Intel Core i7,512,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,17529,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
