Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Lenovo,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce MX150,2.8,45234,1,0,0,0,1920,1080,1,0,0,,2.0,,,1.8,Intel,Nvidia,freedos/other
Lenovo,Notebook,17.3,Intel Core i7 7500U 2.7GHz,6,Nvidia GeForce 940MX,2.8,45767,0,0,0,0,1600,900,1,1,0,,1.0,,128.0,2.7,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,AMD Radeon R5 M430,2.25,22803,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,AMD,linux
Lenovo,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.5,44169,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,2.2,30849,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce MX150,3.0,50669,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,2.15,35111,1,1,1,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 630,1.95,58448,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Asus,Ultrabook,15.6,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,1.7,52054,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,62817,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,2.2,35112,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,freedos/other
Acer,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,2,Intel HD Graphics,2.19,10602,0,0,0,0,1366,768,0,1,0,,,,16.0,1.5,Intel,Intel,freedos/other
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,3.0,63243,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,windows
HP,Notebook,17.3,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,2.54,26053,0,0,0,0,1600,900,1,0,0,,1.0,,,2.0,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.0,97449,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,2.05,39373,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,3.2,69210,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.5,52161,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,linux
Dell,Workstation,17.3,Intel Core i7 7820HQ 2.9GHz,16,Nvidia Quadro M1200,3.42,153705,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.9,Intel,Nvidia,windows
Lenovo,Notebook,15.6,AMD A10-Series 9600P 2.4GHz,6,AMD Radeon R5 430,2.4,26586,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.4,AMD,AMD,windows
Asus,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,16,Nvidia GeForce 940MX,1.63,78215,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Nvidia,windows
Asus,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.3,27119,0,0,0,0,1366,768,0,1,0,,,,128.0,2.4,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.9,113060,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6,Nvidia GeForce GTX 940M,2.8,34578,0,0,0,0,1600,900,1,0,0,,1.0,,,2.5,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,2.2,29250,0,0,0,0,1366,768,1,0,0,,2.0,,,2.5,Intel,Nvidia,freedos/other
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.5,67399,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.2,19180,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,freedos/other
HP,2 in 1 Convertible,13.3,Intel Core i7 7600U 2.8GHz,16,Intel HD Graphics 620,1.28,105228,1,0,1,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Intel,windows
Toshiba,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,Nvidia GeForce 930M,2.2,55571,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,2.3,43636,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,24988,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,Intel,windows
Lenovo,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.1,53226,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.21,133146,0,1,1,0,3840,2160,0,1,0,,,,,1.8,Intel,Intel,windows
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.8,111834,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,AMD A8-Series 7410 2.2GHz,8,AMD Radeon R5,2.23,24988,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.2,AMD,AMD,windows
Asus,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,Intel HD Graphics 500,1.1,14652,0,0,1,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,2.33,44968,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.6,Intel,AMD,windows
HP,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.29,130482,0,1,1,0,3840,2160,0,1,0,,,,,1.8,Intel,Intel,windows
Lenovo,Notebook,13.3,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,1.45,24503,0,0,0,0,1366,768,0,0,1,16.0,,,,1.6,Intel,Intel,freedos/other
HP,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.95,52214,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Notebook,11.6,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.4,25840,0,0,0,0,1366,768,0,0,1,128.0,,,,1.6,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.48,68837,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Lenovo,Notebook,17.3,Intel Core i5 7200U 2.5GHz,4,Nvidia GeForce 920MX,2.79,31381,0,0,0,0,1600,900,1,0,0,,1.0,,,2.5,Intel,Nvidia,windows
Asus,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.0,58288,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.1,48058,1,1,0,0,1366,768,1,0,0,,1.0,,,1.8,Intel,Intel,windows
Acer,Notebook,15.6,AMD A12-Series 9720P 2.7GHz,8,AMD Radeon RX 540,2.2,35111,0,0,0,0,1366,768,0,1,0,,,,256.0,2.7,AMD,AMD,windows
Lenovo,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.44,15557,0,0,0,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,2.23,29250,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Asus,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,1.7,55938,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
HP,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.26,71128,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1050,2.06,140605,0,0,1,0,3840,2160,0,1,0,,,,,2.8,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.7,63882,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,50243,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.0,71075,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.7,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.85,23922,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,Intel,windows
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.5,53226,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.48,67559,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
Dell,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 940MX,1.9,55890,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,1.6,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.84,60952,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.0,14651,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,linux
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 940MX,2.0,60885,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics,2.2,14646,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,linux
Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,12,AMD Radeon 530,2.2,47898,1,0,0,0,1920,1080,1,0,0,,2.0,,,3.6,AMD,AMD,windows
HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8,Nvidia GeForce 930MX ,2.1,38148,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.4,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.4,111834,0,1,1,0,3840,2160,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.2,84129,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.4,60153,1,1,0,0,1920,1080,1,1,0,,2.0,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2,Intel HD Graphics 400,1.44,14865,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,windows
Dell,Ultrabook,15.6,Intel Core i7 8650U 1.9GHz,16,Intel UHD Graphics 620,1.88,85672,1,0,0,0,1920,1080,0,1,0,,,,512.0,1.9,Intel,Intel,windows
Asus,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.5,19980,0,0,1,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Dell,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,1.9,35324,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,AMD,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.06,108020,0,0,1,0,3840,2160,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.84,69477,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.7,75071,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
HP,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,2.6,92615,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16,Nvidia GeForce 930M,2.4,74751,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.5,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.02,51729,1,0,0,0,1920,1080,1,1,0,,2.0,,128.0,1.8,Intel,AMD,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.2,17155,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,freedos/other
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.65,53226,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.36,29696,0,0,1,0,1366,768,1,0,0,,2.0,,,2.5,Intel,Intel,windows
Dell,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.36,76030,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,23389,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,Intel,Intel,windows
Asus,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,50349,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6,Nvidia GeForce GTX 940MX,2.8,38308,0,0,0,0,1600,900,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.86,34045,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,8,Nvidia GeForce 920MX ,2.2,26586,0,0,0,0,1366,768,0,1,0,,,,256.0,2.0,Intel,Nvidia,freedos/other
HP,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,8,Intel HD Graphics 405,2.04,20725,0,0,0,0,1366,768,1,0,0,,2.0,,,1.6,Intel,Intel,windows
Dell,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,2.8,57808,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.6,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.4,43103,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,freedos/other
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M445,2.33,47898,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,windows
HP,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.36,93240,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Asus,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12,Nvidia GeForce GT 940MX,2.26,58554,1,0,1,0,1920,1080,1,1,0,,2.0,,512.0,2.7,Intel,Nvidia,windows
Acer,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon R5,2.1,22697,0,0,0,0,1366,768,0,1,0,,,,128.0,3.0,AMD,AMD,windows
Asus,Gaming,17.3,AMD Ryzen 1700 3GHz,16,AMD Radeon RX 580,3.25,117162,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,3.0,AMD,AMD,windows
Lenovo,Notebook,17.3,AMD A8-Series 7410 2.2GHz,4,AMD Radeon R5,2.6,26053,0,0,0,0,1600,900,0,1,0,,,,128.0,2.2,AMD,AMD,windows
Dell,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.62,46300,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
HP,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon R5,1.91,26053,1,0,0,0,1920,1080,0,1,0,,,,256.0,3.0,AMD,AMD,windows
Lenovo,Netbook,11.6,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,1.59,29463,0,1,0,0,1366,768,0,1,0,,,,128.0,1.1,Intel,Intel,windows
Dell,Notebook,15.6,Intel Celeron Dual Core N3060 1.60GHz,4,Intel HD Graphics 400,1.8,16463,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Asus,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.5,15238,0,0,0,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.4,45074,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,linux
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,3.35,63456,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.85,21498,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.0,Intel,Intel,freedos/other
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.3,88178,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,1.5,58554,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Asus,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.1,93181,1,0,1,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.13,121584,0,1,0,0,2560,1440,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.5,29250,1,1,0,0,1920,1080,0,1,0,,,,128.0,2.4,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i5 6440HQ 2.6GHz,8,AMD FirePro W5130M,2.23,72940,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.6,Intel,AMD,windows
Dell,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,8,Nvidia Quadro M1200,2.0,113752,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.42,133679,0,0,1,0,2560,1440,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,3.0,55357,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,3.0,84768,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i5 8250U 1.6GHz,12,Nvidia GeForce MX130,2.2,36975,0,1,0,0,1366,768,1,0,0,,1.0,,,1.6,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.7,71874,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M445,2.33,41498,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,linux
HP,Ultrabook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon 520,1.91,26586,1,0,0,0,1920,1080,0,1,0,,,,256.0,3.0,AMD,AMD,windows
Lenovo,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon RX 550,2.1,65510,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.9,49976,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,1.78,144495,0,0,1,0,3840,2160,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.13,139860,0,1,0,0,2560,1440,0,1,0,,,,,2.7,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.2,16303,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.9,81465,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon RX 550,2.1,60978,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,1.6,Intel,AMD,windows
Acer,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.5,46833,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,linux
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.8,119826,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Asus,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.1,99793,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Toshiba,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,16,Intel HD Graphics 520,1.2,93080,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.5,Intel,Intel,windows
Dell,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8,Intel HD Graphics,1.36,89510,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.2,21791,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.0,Intel,Intel,windows
Lenovo,Notebook,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,Intel HD Graphics 500,1.15,16221,0,0,0,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Lenovo,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,2.67,102564,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Ultrabook,14.0,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GT 940MX,1.7,103523,1,1,0,0,2560,1440,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,AMD Radeon 520,2.1,24988,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,AMD,windows
Acer,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.6,42038,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.27,49443,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M430,2.3,31909,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,AMD,linux
Dell,Notebook,13.3,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.65,36709,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
HP,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.43,79920,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
